species,alive,dead,alv_prop,ded_prop,total_prop,site,uid,date,factor,loc_count,geometry,lon_gda94,lat_gda94,count,avg_alive,avg_dead,avg_total,cor_av_liv,cor_av_ded,cor_av_tot
Hakea arborescens,24.0,1.0,8.856088560885608,2.857142857142857,8.169934640522875,lim06,96,20120530,0.1,7.0,POINT (135.7115995035064 -16.30821087991679),135.7115995035064,-16.308210879916786,7.0,38.714285714285715,5.0,43.714285714285715,3.871428571428572,0.5,4.371428571428572
Petalostigma pubescens,36.0,8.0,13.284132841328415,22.857142857142858,14.37908496732026,lim06,96,20120530,0.1,7.0,POINT (135.7115995035064 -16.30821087991679),135.7115995035064,-16.308210879916786,7.0,38.714285714285715,5.0,43.714285714285715,3.871428571428572,0.5,4.371428571428572
Terminalia canescens,38.0,15.0,14.022140221402212,42.857142857142854,17.320261437908496,lim06,96,20120530,0.1,7.0,POINT (135.7115995035064 -16.30821087991679),135.7115995035064,-16.308210879916786,7.0,38.714285714285715,5.0,43.714285714285715,3.871428571428572,0.5,4.371428571428572
Antidesma sp.,7.0,0.0,4.242424242424243,0.0,3.932584269662921,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
Buchanania obovata,6.0,0.0,3.6363636363636362,0.0,3.3707865168539324,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
E. chlorostachys,0.0,1.0,0.0,7.6923076923076925,0.5617977528089888,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
E. tetrodonta,125.0,8.0,75.75757575757575,61.53846153846154,74.71910112359551,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
Exocarpos latifolius,5.0,0.0,3.0303030303030303,0.0,2.8089887640449436,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
Gardenia sp.,11.0,0.0,6.666666666666667,0.0,6.179775280898876,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
L. humilis,3.0,0.0,1.8181818181818181,0.0,1.6853932584269662,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
P. careya,1.0,0.0,0.6060606060606061,0.0,0.5617977528089888,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
Strychnos lucida,2.0,0.0,1.2121212121212122,0.0,1.1235955056179776,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
Terminalia sp.,5.0,4.0,3.0303030303030303,30.76923076923077,5.056179775280898,buff01,3,20210713,0.25,7.0,POINT (130.8985928144694 -12.33618713146299),130.8985928144694,-12.336187131462985,7.0,23.571428571428573,1.8571428571428572,25.428571428571427,5.892857142857143,0.4642857142857143,6.357142857142857
Camoty,154.0,6.0,83.24324324324324,33.33333333333333,78.81773399014779,ep01,4,20120713,0.5,7.0,POINT (130.8216492912273 -12.41110272152457),130.82164929122726,-12.411102721524571,7.0,26.428571428571427,2.5714285714285716,29.0,13.214285714285714,1.2857142857142858,14.5
Mid layer vine,31.0,12.0,16.756756756756758,66.66666666666666,21.182266009852217,ep01,4,20120713,0.5,7.0,POINT (130.8216492912273 -12.41110272152457),130.82164929122726,-12.411102721524571,7.0,26.428571428571427,2.5714285714285716,29.0,13.214285714285714,1.2857142857142858,14.5
Buchanania obovata,1.0,0.0,0.6451612903225806,0.0,0.6172839506172839,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
C. armstrongii,4.0,0.0,2.5806451612903225,0.0,2.4691358024691357,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
Corymbia polysciada,1.0,0.0,0.6451612903225806,0.0,0.6172839506172839,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
Corymbia porrecta,7.0,0.0,4.516129032258064,0.0,4.320987654320987,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
E. chlorostachys,18.0,0.0,11.612903225806452,0.0,11.11111111111111,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
E. miniata,57.0,0.0,36.774193548387096,0.0,35.18518518518518,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
E. tetrodonta,38.0,0.0,24.516129032258064,0.0,23.456790123456788,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
Gardenia megasperma,1.0,0.0,0.6451612903225806,0.0,0.6172839506172839,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
Lophostemon lactifluus,3.0,0.0,1.935483870967742,0.0,1.8518518518518516,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
P. careya,1.0,0.0,0.6451612903225806,0.0,0.6172839506172839,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
Terminalia ferdinandiana,24.0,0.0,15.483870967741936,0.0,14.814814814814813,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
dead,0.0,7.0,0.0,100.0,4.320987654320987,girra01,5,20120605,0.5,6.0,POINT (131.07802192217 -12.51412293605501),131.07802192217,-12.514122936055013,6.0,25.833333333333332,1.1666666666666667,27.0,12.916666666666666,0.5833333333333334,13.5
Acacia auriculiformis,44.0,13.0,25.882352941176475,59.09090909090909,29.6875,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Alphitonia incana,2.0,0.0,1.1764705882352942,0.0,1.0416666666666665,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Brachychiton diversifolius,1.0,0.0,0.5882352941176471,0.0,0.5208333333333333,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Breynia cerunea,1.0,0.0,0.5882352941176471,0.0,0.5208333333333333,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Bridelia tomentosa,2.0,0.0,1.1764705882352942,0.0,1.0416666666666665,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
C. armstrongii,2.0,0.0,1.1764705882352942,0.0,1.0416666666666665,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Canarium australianum,6.0,0.0,3.5294117647058822,0.0,3.125,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Corymbia polysciada,1.0,0.0,0.5882352941176471,0.0,0.5208333333333333,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Denhamia obscura,1.0,0.0,0.5882352941176471,0.0,0.5208333333333333,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
E. chlorostachys,17.0,0.0,10.0,0.0,8.854166666666668,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
E. miniata,1.0,0.0,0.5882352941176471,0.0,0.5208333333333333,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Eucalyptus bella,2.0,0.0,1.1764705882352942,0.0,1.0416666666666665,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Eucalyptus tectifica,1.0,0.0,0.5882352941176471,0.0,0.5208333333333333,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Lophostemon lactifluus,45.0,3.0,26.47058823529412,13.636363636363635,25.0,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Mallotus nesophilus,9.0,0.0,5.294117647058823,0.0,4.6875,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
P. careya,29.0,0.0,17.058823529411764,0.0,15.104166666666666,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Premna acuminata,3.0,0.0,1.7647058823529411,0.0,1.5625,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Sterculia quadrifida,1.0,0.0,0.5882352941176471,0.0,0.5208333333333333,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Syzygium suborbiculare,2.0,0.0,1.1764705882352942,0.0,1.0416666666666665,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
dead,0.0,6.0,0.0,27.27272727272727,3.125,hshr01,7,20120606,1.0,7.0,POINT (131.0620726815403 -12.41656582387474),131.0620726815403,-12.416565823874741,7.0,24.285714285714285,3.142857142857143,27.428571428571427,24.285714285714285,3.142857142857143,27.428571428571427
Callitris intratropica ,266.0,7.0,98.1549815498155,100.0,98.20143884892086,hsf01,8,20120710,0.5,7.0,POINT (131.0313293128634 -12.46929017974765),131.03132931286336,-12.469290179747652,7.0,38.714285714285715,1.0,39.714285714285715,19.357142857142858,0.5,19.857142857142858
Corymbia bleeseri,1.0,0.0,0.36900369003690037,0.0,0.3597122302158274,hsf01,8,20120710,0.5,7.0,POINT (131.0313293128634 -12.46929017974765),131.03132931286336,-12.469290179747652,7.0,38.714285714285715,1.0,39.714285714285715,19.357142857142858,0.5,19.857142857142858
E. chlorostachys,1.0,0.0,0.36900369003690037,0.0,0.3597122302158274,hsf01,8,20120710,0.5,7.0,POINT (131.0313293128634 -12.46929017974765),131.03132931286336,-12.469290179747652,7.0,38.714285714285715,1.0,39.714285714285715,19.357142857142858,0.5,19.857142857142858
E. miniata,3.0,0.0,1.107011070110701,0.0,1.079136690647482,hsf01,8,20120710,0.5,7.0,POINT (131.0313293128634 -12.46929017974765),131.03132931286336,-12.469290179747652,7.0,38.714285714285715,1.0,39.714285714285715,19.357142857142858,0.5,19.857142857142858
Buchanania obovata,1.0,0.0,0.36231884057971014,0.0,0.35211267605633806,hsf02,9,20120710,0.5,7.0,POINT (131.0461940004585 -12.47308223995816),131.04619400045854,-12.473082239958163,7.0,39.42857142857143,1.1428571428571428,40.57142857142857,19.714285714285715,0.5714285714285714,20.285714285714285
Callitris intratropica ,260.0,7.0,94.20289855072464,87.5,94.01408450704226,hsf02,9,20120710,0.5,7.0,POINT (131.0461940004585 -12.47308223995816),131.04619400045854,-12.473082239958163,7.0,39.42857142857143,1.1428571428571428,40.57142857142857,19.714285714285715,0.5714285714285714,20.285714285714285
E. miniata,1.0,0.0,0.36231884057971014,0.0,0.35211267605633806,hsf02,9,20120710,0.5,7.0,POINT (131.0461940004585 -12.47308223995816),131.04619400045854,-12.473082239958163,7.0,39.42857142857143,1.1428571428571428,40.57142857142857,19.714285714285715,0.5714285714285714,20.285714285714285
E. tetrodonta,14.0,1.0,5.072463768115942,12.5,5.28169014084507,hsf02,9,20120710,0.5,7.0,POINT (131.0461940004585 -12.47308223995816),131.04619400045854,-12.473082239958163,7.0,39.42857142857143,1.1428571428571428,40.57142857142857,19.714285714285715,0.5714285714285714,20.285714285714285
Buchanania obovata,1.0,0.0,0.4524886877828055,0.0,0.42016806722689076,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
Corymbia polycarpa,23.0,0.0,10.407239819004525,0.0,9.663865546218489,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
Corymbia polysciada,32.0,0.0,14.479638009049776,0.0,13.445378151260504,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
E. chlorostachys,67.0,0.0,30.316742081447963,0.0,28.15126050420168,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
E. miniata,17.0,2.0,7.6923076923076925,11.76470588235294,7.9831932773109235,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
E. tetrodonta,19.0,0.0,8.597285067873303,0.0,7.9831932773109235,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
Grevillea pteridifolia,3.0,0.0,1.3574660633484164,0.0,1.2605042016806722,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
L. humilis,43.0,0.0,19.457013574660635,0.0,18.067226890756302,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
Lophostemon lactifluus,9.0,0.0,4.072398190045249,0.0,3.7815126050420167,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
P. spiralis,3.0,0.0,1.3574660633484164,0.0,1.2605042016806722,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
Terminalia ferdinandiana,2.0,0.0,0.904977375565611,0.0,0.8403361344537815,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
dead,2.0,15.0,0.904977375565611,88.23529411764706,7.142857142857142,wedo01,10,20120606,0.1,7.0,POINT (131.0050186100947 -12.60400827072699),131.0050186100947,-12.604008270726993,7.0,31.571428571428573,2.4285714285714284,34.0,3.1571428571428575,0.24285714285714285,3.4000000000000004
C. armstrongii,9.0,1.0,4.477611940298507,6.25,4.6082949308755765,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
Corymbia bleeseri,19.0,1.0,9.45273631840796,6.25,9.216589861751153,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
Corymbia polysciada,3.0,0.0,1.4925373134328357,0.0,1.3824884792626728,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
Corymbia porrecta,3.0,1.0,1.4925373134328357,6.25,1.8433179723502304,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
E. chlorostachys,18.0,2.0,8.955223880597014,12.5,9.216589861751153,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
E. miniata,47.0,3.0,23.383084577114428,18.75,23.04147465437788,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
E. tetrodonta,84.0,3.0,41.7910447761194,18.75,40.09216589861751,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
L. humilis,10.0,1.0,4.975124378109453,6.25,5.0691244239631335,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
P. careya,6.0,3.0,2.9850746268656714,18.75,4.147465437788019,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
xanta dara,2.0,1.0,0.9950248756218906,6.25,1.3824884792626728,wedo03,11,20120710,0.25,7.0,POINT (130.9831230543892 -12.5339548490209),130.98312305438918,-12.5339548490209,7.0,28.714285714285715,2.2857142857142856,31.0,7.178571428571429,0.5714285714285714,7.75
Eucalyptus brevifolia,0.0,2.0,0.0,100.0,66.66666666666666,wh01,49,20120724,0.0,7.0,POINT (130.6532157921631 -18.31198448638299),130.6532157921631,-18.31198448638299,,,,,,,
Ventilago viminalis,1.0,0.0,100.0,0.0,33.33333333333333,wh01,49,20120724,0.0,7.0,POINT (130.6532157921631 -18.31198448638299),130.6532157921631,-18.31198448638299,,,,,,,
Corymbia terminalis,1.0,0.0,14.285714285714285,0.0,7.6923076923076925,wh02,50,20120724,0.1,7.0,POINT (130.6792955259559 -18.23425249677285),130.67929552595592,-18.23425249677285,7.0,1.0,0.8571428571428571,1.8571428571428572,0.1,0.08571428571428572,0.18571428571428572
Eucalyptus brevifolia,1.0,1.0,14.285714285714285,16.666666666666664,15.384615384615385,wh02,50,20120724,0.1,7.0,POINT (130.6792955259559 -18.23425249677285),130.67929552595592,-18.23425249677285,7.0,1.0,0.8571428571428571,1.8571428571428572,0.1,0.08571428571428572,0.18571428571428572
Eucalyptus pruinosa,5.0,5.0,71.42857142857143,83.33333333333334,76.92307692307693,wh02,50,20120724,0.1,7.0,POINT (130.6792955259559 -18.23425249677285),130.67929552595592,-18.23425249677285,7.0,1.0,0.8571428571428571,1.8571428571428572,0.1,0.08571428571428572,0.18571428571428572
Acacia nilotoca,13.0,0.0,100.0,,100.0,wh07,55,20120725,0.1,7.0,POINT (130.8552135367406 -17.73062025621337),130.8552135367406,-17.73062025621337,7.0,1.8571428571428572,0.0,1.8571428571428572,0.18571428571428572,0.0,0.18571428571428572
Calotropis procera,25.0,1.0,100.0,100.0,100.0,wh10,58,20120726,0.0,7.0,POINT (130.9038111726721 -17.59148788016332),130.90381117267208,-17.59148788016332,,,,,,,
Calotropis procera,4.0,0.0,66.66666666666666,,66.66666666666666,wh11,59,20120726,0.0,7.0,POINT (130.8895004747779 -17.51147571528814),130.88950047477795,-17.511475715288142,,,,,,,
Corymbia terminalis,1.0,0.0,16.666666666666664,,16.666666666666664,wh11,59,20120726,0.0,7.0,POINT (130.8895004747779 -17.51147571528814),130.88950047477795,-17.511475715288142,,,,,,,
Terminalia arostrata,1.0,0.0,16.666666666666664,,16.666666666666664,wh11,59,20120726,0.0,7.0,POINT (130.8895004747779 -17.51147571528814),130.88950047477795,-17.511475715288142,,,,,,,
Corymbia terminalis,1.0,0.0,100.0,,100.0,wh12,60,20120726,0.0,7.0,POINT (130.9071604034107 -17.47758819750155),130.90716040341067,-17.477588197501547,,,,,,,
Atalaya hemiglauca,4.0,0.0,22.22222222222222,,22.22222222222222,wh14,62,20120726,0.0,7.0,POINT (130.9837969381027 -17.46400869139908),130.98379693810267,-17.464008691399084,,,,,,,
Corymbia terminalis,1.0,0.0,5.555555555555555,,5.555555555555555,wh14,62,20120726,0.0,7.0,POINT (130.9837969381027 -17.46400869139908),130.98379693810267,-17.464008691399084,,,,,,,
Terminalia arostrata,13.0,0.0,72.22222222222221,,72.22222222222221,wh14,62,20120726,0.0,7.0,POINT (130.9837969381027 -17.46400869139908),130.98379693810267,-17.464008691399084,,,,,,,
Terminalia arostrata,1.0,0.0,100.0,,100.0,vrd16,64,20120727,0.1,7.0,POINT (130.8824382767118 -17.2742162119834),130.8824382767118,-17.274216211983404,7.0,0.14285714285714285,0.0,0.14285714285714285,0.014285714285714285,0.0,0.014285714285714285
Calotropis procera,1.0,0.0,12.5,,12.5,vrd18,66,20120728,0.0,7.0,POINT (130.9314352361485 -17.20292485702337),130.93143523614847,-17.202924857023365,,,,,,,
Terminalia arostrata,5.0,0.0,62.5,,62.5,vrd18,66,20120728,0.0,7.0,POINT (130.9314352361485 -17.20292485702337),130.93143523614847,-17.202924857023365,,,,,,,
Terminalia volucris,2.0,0.0,25.0,,25.0,vrd18,66,20120728,0.0,7.0,POINT (130.9314352361485 -17.20292485702337),130.93143523614847,-17.202924857023365,,,,,,,
Calotropis procera,1.0,0.0,12.5,,12.5,vrd19,67,20120728,0.0,7.0,POINT (130.9116430929667 -17.15118826472791),130.9116430929667,-17.151188264727907,,,,,,,
Terminalia arostrata,7.0,0.0,87.5,,87.5,vrd19,67,20120728,0.0,7.0,POINT (130.9116430929667 -17.15118826472791),130.9116430929667,-17.151188264727907,,,,,,,
Corymbia terminalis,1.0,0.0,11.11111111111111,,11.11111111111111,vrd20,68,20120728,0.1,7.0,POINT (130.899049606386 -17.10211884294857),130.89904960638597,-17.102118842948574,7.0,1.2857142857142858,0.0,1.2857142857142858,0.1285714285714286,0.0,0.1285714285714286
Terminalia arostrata,8.0,0.0,88.88888888888889,,88.88888888888889,vrd20,68,20120728,0.1,7.0,POINT (130.899049606386 -17.10211884294857),130.89904960638597,-17.102118842948574,7.0,1.2857142857142858,0.0,1.2857142857142858,0.1285714285714286,0.0,0.1285714285714286
Terminalia arostrata,4.0,0.0,100.0,,100.0,vrd21,69,20120728,0.0,7.0,POINT (131.0197607639948 -17.06825405317471),131.0197607639948,-17.06825405317471,,,,,,,
Terminalia arostrata,15.0,1.0,100.0,100.0,100.0,vrd22,70,20120728,0.1,7.0,POINT (131.0941015279007 -17.03746067890086),131.0941015279007,-17.037460678900857,7.0,2.142857142857143,0.14285714285714285,2.2857142857142856,0.2142857142857143,0.014285714285714285,0.22857142857142856
Corymbia terminalis,2.0,0.0,9.090909090909092,,9.090909090909092,vrd23,71,20120729,0.1,7.0,POINT (131.05614305432 -16.99375008452092),131.05614305432005,-16.99375008452092,7.0,3.142857142857143,0.0,3.142857142857143,0.3142857142857143,0.0,0.3142857142857143
